Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age
Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248.0,88.5,7.0,9.75,7
Honda Amaze S i-Dtech,Bangalore,2013,61510,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.75,11
Honda City i VTEC S,Delhi,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25,10
Mini Cooper Countryman D,Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998.0,112.0,5.0,22.0,10
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,14.14,8
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,11.95,10
Maruti Wagon R LXI BS IV,Delhi,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.5,13
Hyundai i10 Era 1.1,Mumbai,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.75,11
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,103.6,5.0,5.85,5
Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.25,8
Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.95,10
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75,7
Ford Figo Diesel EXI,Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.55,11
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,4.5,13
Maruti Alto 800 LXI,Kochi,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.01,9
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,42.0,8
Audi A6 2.7 TDI,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5,14
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.99,18
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,3.71,15
Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,2.0,18
Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.48,6
Maruti Wagon R LXI,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,20
Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10.9,9
Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,5.5,9
Hyundai EON D Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.71,8
Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.25,10
Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.9,12
Honda City 1.5 GXI,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,1.1,19
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.72,8
Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.85,8
Hyundai Santa Fe 4X2,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,12.25,11
Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,103.6,5.0,3.9,10
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.28,7
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.75,13
Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,103.6,5.0,7.85,7
Volkswagen Vento Petrol Highline,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,2.95,13
Honda Accord 2.4 A/T,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,4.85,16
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,30.0,13
Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,19.9,8
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10.8,8
Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,17
Audi A3 35 TDI Premium,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,19.25,8
Renault Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5,11
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,103.6,5.0,2.75,15
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.0,9
Ford Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,103.6,5.0,3.2,13
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,5.84,11
Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,24.0,9
Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.25,12
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,36.0,15
Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,103.6,5.0,3.0,21
Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0,14
Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.5,9
Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4,6
BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,37.92,6
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5.25,11
Hyundai i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,103.6,5.0,4.5,13
BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.0,15
Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,103.6,5.0,5.56,9
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,22.0,11
Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,22.0,13
Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65,13
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.85,11
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.95,12
Mahindra XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,12
Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,103.6,8.0,0.85,20
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25,11
Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,103.6,5.0,4.5,12
Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.25,14
Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.0,8
Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66,7
Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.85,11
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.68,11
Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,15.75,11
Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,3.5,12
BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,6.99,18
Hyundai Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.57,5
Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,5.29,9
Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25,8
BMW X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,20.0,15
BMW 6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,47.5,13
Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,103.6,5.0,1.22,22
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.65,12
Datsun GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,103.6,7.0,3.1,8
Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5,8
Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46,9
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.38,11
Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,4.8,10
Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,10
Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,103.6,5.0,3.95,10
Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,12
Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0,19
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0,13
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,12
Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1,15
Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61,7
Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29,9
Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,103.6,5.0,2.13,13
Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1,16
BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95,13
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,103.6,5.0,5.35,10
Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9,10
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8,10
Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75,8
Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19.5,11
Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75,11
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0,11
Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7,10
BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5,12
Chevrolet Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,103.6,5.0,1.75,13
Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,103.6,5.0,1.9,14
Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5,9
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,30.3,9
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,16.0,10
BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78,7
Hyundai EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,9
Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0,7
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38,7
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65,11
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3,7
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0,9
Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,103.6,5.0,0.7,23
Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,103.6,5.0,6.83,7
Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77,8
Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,103.6,5.0,3.1,16
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,103.6,5.0,4.95,7
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25,11
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,52.54,12
Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4,13
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95,13
Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85,16
Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95,8
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,103.6,5.0,3.45,7
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75,16
Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95,9
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62,6
Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79,8
Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5,10
Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01,10
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4,12
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49,12
Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66,10
Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,103.6,5.0,5.5,9
Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,8
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19,6
Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25,8
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.0,10
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,103.6,5.0,2.7,14
Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39,11
Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,103.6,5.0,5.69,10
BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,58.54,6
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,103.6,5.0,8.4,7
Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5,12
Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,12
Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25,10
Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,8
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5,10
Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,9
Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85,6
Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14,10
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,First,18.19,1798.0,103.6,5.0,12.75,13
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,103.6,5.0,7.0,9
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0,6
Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0,7
Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53,12
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35,17
Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5,11
Honda City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9,12
Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26,8
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,103.6,5.0,3.99,10
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95,7
Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,103.6,5.0,3.8,9
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75,11
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75,7
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2,11
Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42,7
Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,8
Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75,16
Nissan Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5,9
Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0,10
Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0,7
Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25,6
Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,11
Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,103.6,5.0,5.25,9
Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7,8
Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,103.6,5.0,5.21,7
Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3,8
Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,103.6,5.0,4.72,10
BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0,13
Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37,6
Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0,12
Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0,9
Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4,9
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.69,9
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0,10
Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8,12
Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7,12
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37,10
Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72,6
Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,103.6,5.0,5.0,10
Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5,15
Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,103.6,5.0,3.9,12
Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65,12
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,29.95,12
Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,103.6,5.0,3.0,16
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,103.6,5.0,6.0,7
Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11,15
Fiat Punto 1.4 Emotion,Kolkata,2010,47000,Petrol,Manual,First,14.6,1497.0,103.6,5.0,1.49,14
Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,13
Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85,18
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.64,7
Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91,13
Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42,10
Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25,19
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8,11
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3,5
Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5.25,14
